id;default;legal_form;zip_code;sector;year_inc;count_emp;type_pl;sales;gross_performance;gross_profit;earn_from_op;fin_result;oth_interest_inc;oth_interest_exp;result_from_ord_bus;total_result;annual_profit;total_assets;total_liabilities_st;total_liabilities_mt;total_liabilities_lt;bank_liabilities_st;bank_liabilities_mt;bank_liabilities_lt;trade_payables_st;trade_payables_mt;trade_payables_lt;bonds_payables_st;bonds_payables_mt;bonds_payables_lt;total_equity;current_assets;monetary_current_assets;cash;trade_receivables_st;trade_receivables_lt;cf_operating;cf_investment;cf_financing
C_217;0;GmbH & Co. KG;51105;28910;1903;396.0;GKV;5821157.68;5693557.04;2612303.39;662034.25;-4.78;24074.24;24079.02;662029.47;651401.84;450109.64;2376476.06;1281504.72;108517.96;0.0;45602.76;108517.96;;92964.02;;;;;;979745.12;1827918.24;1819525.53;1060009.68;676110.38;;412128.2;-22172.67;-538635.54
C_592;0;Genossenschaft;50668;47112;1962;40.0;GKV;169447041.2;167672299.2;106224572.0;40802155.29;-25778895.97;1148385.01;28467790.15;15023259.32;15023259.32;14394032.95;1084173663.0;165800984.2;107008000.0;457754223.0;22996216.82;96853000.0;421041000.0;7470738.13;89000.0;16000.0;;;;335314453.0;133791863.4;78809997.65;72428540.01;2188943.62;102000.0;79228945.58;-9002147.5;62690434.5
C_911;0;GmbH;50968;28130;1995;776.0;GKV;862563.06;862563.06;893599.32;99926.36;-19287.02;;19287.02;80639.34;80639.34;52513.65;1440211.35;138851.34;684222.5;0.0;;;;7928.07;;;;;;567987.01;220757.98;163005.12;83674.56;;;298603.98;-327435.71;50000.0
C_877;0;GmbH;51149;46734;1998;17661.0;GKV;2842765.22;2842765.22;2730008.97;72558.48;-13220.49;213.67;13434.16;59337.99;59337.99;59337.99;1563512.07;512613.56;0.0;0.0;;;;;;;;;;869720.87;425166.85;391845.88;174326.63;;;205715.5;-37646.81;-508513.17
C_685;0;KG;50968;70101;2000;14.0;GKV;4295009.79;4295009.79;4295009.79;3464218.87;-778458.67;35044.21;813502.88;2685760.2;2685760.2;2685760.2;15731704.42;13390499.85;0.0;135.0;;;;;;;;;;2341069.57;2821273.97;7231458.08;2820373.56;;;3287774.49;2.91e-10;-15237115.61
C_852;0;GmbH;50733;45310;1994;;GKV;279427.99;474655.31;296276.37;10208.65;-3709.1;36.25;3745.35;6499.55;6499.55;3649.1;167254.68;38236.14;65243.17;0.0;;;;9445.89;;;;;;63775.37;138315.27;61820.65;43807.92;11520.82;;-1236.88;-2191.21;3693.01
C_580;0;GmbH;50321;46620;2003;;GKV;176609.47;176609.47;181858.05;6929.04;-918.79;;918.79;6010.25;6010.3;4100.04;61996.26;53780.55;0.0;0.0;;;;3719.39;;;;;;8215.71;44865.63;45234.13;6597.36;;;-13892.79;0.0;11538.8
C_783;0;GmbH & Co. KG;41199;43310;1985;;GKV;5053460.77;5053460.77;5653962.45;-9016950.58;7786975.59;2289.08;862392.77;-1229974.99;-1229974.99;-7.28e-11;53866616.28;38190631.86;0.0;3738121.0;;;;1133.41;;;;;;11937863.42;14010791.56;12728791.56;;35828.26;;7389614.36;-319544.32;-7070070.04
C_829;1;GmbH;45478;46711;1964;71.0;GKV;1185143.35;1669748.56;1002379.47;6858.8;-1170.69;46.02;1216.71;5688.11;5688.11;537.24;1277784.6;1247334.4;0.0;0.0;;;;;;;;;;30450.2;1230669.6;291438.21;3560.53;;;39566.98;-23846.38;-19098.0
C_013;0;GmbH;45468;86101;2006;593.0;GKV;1095408.56;1131592.38;520765.11;-26259.27;-1998.4;;1998.4;-28257.67;-28257.67;-28257.67;663262.6;231694.66;5114.72;22567.39;;;;124103.21;;;;;;127725.56;660559.0;283283.09;19248.47;;;-63174.58;-260.5;64019.19
C_247;0;GmbH;42855;25731;1961;;GKV;130461.23;130461.23;798696.01;-419134.25;-168523.38;17426.44;185949.82;-587657.63;412342.37;421001.7;11832986.78;4791016.84;0.0;0.0;19197.58;;;49827.28;;;;;;7041969.94;171353.17;230723.57;909.81;9587.05;;-872813.02;835053.4;-9.31e-10
C_619;0;GmbH;42853;46432;1995;46.0;GKV;2333050.63;2656335.43;1533996.35;1365302.74;-65177.63;35533.98;100711.61;1300125.11;1300125.11;1087315.31;8262759.69;7047523.49;0.0;0.0;11.69;;;510299.35;;;;;;1215236.2;3020705.89;477145.9;54940.01;182466.6;;5476033.65;-5251891.51;-266350.63
C_637;0;GmbH & Co. KG;42929;16230;1999;13.0;GKV;1354531.19;1354531.19;1362137.08;84184.53;-10298.57;130.81;10429.38;73885.96;77703.46;72604.9;624159.71;194040.93;290697.75;0.0;;;;53548.55;;;;;;139421.03;321601.64;290209.82;40676.36;240881.39;;66347.92;-299461.83;264430.53
C_901;0;GmbH;42781;53200;1990;;GKV;35059187.37;34640563.83;9236754.77;-1547038.17;-251375.24;4363.76;255739.0;-1798413.41;-1798413.41;-8.95e-10;13595448.61;10868634.61;0.0;166814.0;;;;940957.75;;;;;;2560000.0;5788284.32;73198.81;436.32;;;1617172.21;-1549072.29;-68354.91
C_974;0;GmbH;42697;71122;1991;107.0;GKV;26395168.64;26395168.64;7533903.16;1480272.33;8951.07;9480.07;529.0;1489223.4;1489223.4;965963.98;8082689.43;6996618.7;0.0;0.0;;;;5206785.54;;;;;;1080633.34;7456866.75;1973434.35;109801.65;129557.36;;1317406.63;-57392.06;-1333330.65
C_365;0;GmbH;42699;46495;2004;;GKV;16706391.64;17208260.35;9724242.84;878332.08;-397871.59;71.06;400960.73;480460.49;480460.49;410565.81;16284469.74;3789668.5;5376000.0;972000.0;2095814.46;5376000.0;972000.0;777892.62;;;;;;5154548.09;3748884.16;2325377.66;118395.39;2162127.66;;1959475.44;-451310.34;-1587788.86
C_968;0;GmbH;42657;71122;2005;;GKV;1466305.84;1466305.84;338293.21;6991.31;;;;6991.31;6991.31;4559.09;295321.12;227536.19;0.0;0.0;;;;180594.52;;;;;;67784.93;289366.12;267252.67;27710.98;238575.19;;-38625.4;-2649.63;-8.73e-11
C_351;0;GmbH;42781;25620;2006;;GKV;3714853.94;3717492.13;3881225.16;68320.79;-39612.76;;39612.76;28708.03;28708.03;5778.42;1231960.54;1189595.11;0.0;0.0;;;;;;;;;;42365.43;352943.92;403569.07;4888.73;291669.31;;15592.57;-363589.25;-232666.27
C_521;0;GmbH;54296;43210;2002;;GKV;70862467.86;70862467.86;2070076.75;1520010.03;2313.42;2313.42;;1522323.45;1522323.45;-1.13e-08;10983692.79;10884455.74;0.0;0.0;;;;3108947.73;;;;;;99237.05;10976670.71;6807867.76;1995504.51;;;-197484.78;390.0;-2348953.89
C_947;0;GmbH;53539;25110;1996;332.0;GKV;40456112.89;40456112.89;42465457.52;388936.38;-111555.98;47851.48;159407.46;277380.4;277380.4;244127.6;6980619.7;2531680.4;1386648.17;994865.45;133426.89;520172.05;994865.45;475582.46;;;;;;1199543.68;4053720.72;3955070.41;440478.19;1913908.72;103.09;281813.17;-174361.02;-133425.57
C_182;0;GmbH;55469;28990;1977;111.0;GKV;1185000.0;1185000.0;999000.0;-695000.0;3000.0;3000.0;;-692000.0;-692000.0;0.0;5082000.0;1942000.0;0.0;0.0;;;;;;;;;;3140000.0;394000.0;278000.0;248000.0;;;-878760.73;180912.88;845444.32
C_174;0;GmbH;55545;70220;2006;2.0;UKV;7816500.0;;;5508000.0;7500.0;7500.0;;5515500.0;5515500.0;4854800.0;7670400.0;2970500.0;0.0;0.0;;;;59000.0;;;;;;4699900.0;5929200.0;5845000.0;4198600.0;1571500.0;;7086199.88;48.1;-5535949.74
C_841;0;GmbH & Co. KG;64584;42990;1932;96.0;GKV;19254886.55;19254886.55;18753891.62;1611842.06;-100292.54;29098.93;129391.47;1511549.52;1511549.52;1481647.45;20068359.61;6211644.8;810528.0;2124077.53;133960.27;810528.0;2124077.53;1406064.93;;;;;;8730801.28;10145888.96;9631196.0;5864797.14;;;1829809.18;-3825702.63;2414707.74
C_566;0;GmbH;64293;52291;1978;;GKV;32686683.45;32492978.4;29645462.72;1018618.88;-292138.8;56178.03;275336.19;726480.08;726480.08;468413.54;14695775.78;5167631.92;2153890.67;937500.0;768822.95;426402.0;;370847.24;;;;;;5700941.35;7739284.64;6204021.48;2495680.19;;;2986573.39;-718476.45;-409736.82
C_326;0;GmbH & Co. KG;60594;52291;1970;148.0;GKV;138090.08;138090.08;153404.58;69255.89;-16573.93;;16573.93;52681.96;52681.96;50283.89;581959.79;392741.71;91352.16;0.0;;;;57942.38;;;;;;624.92;9857.13;12775.14;8951.26;;;116850.1;-185426.11;-11756.9
C_163;0;GmbH;60486;49392;1992;397.0;GKV;8598534.0;8598534.0;418590.63;18951.17;-4324.59;344.37;4668.96;14626.58;14626.58;14237.58;553955.91;531437.52;0.0;0.0;;;;;;;;;;22518.3;497978.91;351438.1;53169.55;258490.64;;-217594.1;-40703.88;88595.61
C_534;0;GmbH & Co. KG;60323;70101;1996;21.0;GKV;6692465.68;7188479.63;3730382.31;283056.8;-15163.32;412.1;15575.42;267893.48;267893.48;181417.58;2970888.34;1513103.01;628692.94;0.0;113050.7;;;768722.96;;;;;;829092.39;1686346.22;954648.28;112755.59;;;421042.8;-1060021.81;342366.69
C_771;0;GmbH;60313;35000;1998;50.0;GKV;23057156.07;22864332.2;13492069.4;6318167.35;-2050678.5;146604.59;2197283.09;4267488.85;4267488.85;3498653.21;173656945.7;13653674.49;17628644.62;34211553.13;4516902.12;17628644.62;34141162.95;1023780.17;;;;;;104931619.5;14106788.97;7626456.37;7274393.2;308472.25;1500.0;8213539.51;-5567084.32;-3058084.73
C_626;0;GmbH;60489;72100;2002;;GKV;263712.43;263712.43;193620.71;17374.89;-4506.7;1138.61;5645.31;12868.19;12868.19;12081.55;144515.83;54976.3;0.0;56219.12;30154.08;;56219.12;4772.22;;;;;;33320.41;113277.83;53321.75;3019.86;;;41444.0;-7453.11;-14636.91
C_898;0;GmbH;60489;86909;2007;;GKV;603606.18;603606.18;551006.26;-28489.06;-81.0;;81.0;-28570.06;-28570.06;-28570.06;299994.02;264560.32;0.0;0.0;;;;7142.48;;;;;;35433.7;289489.38;280693.91;210189.83;69176.97;;-21386.52;490.13;39383.17
C_697;0;GmbH;60549;96090;2007;373.0;GKV;384139.22;384139.22;134229.02;20899.02;-324.12;;324.12;20574.9;20574.9;17029.01;96855.4;35839.93;0.0;0.0;;;;;;;;;;58162.34;82113.4;26035.88;15944.66;;;42929.41;-5039.04;-22568.4
C_084;0;GmbH;35083;26110;2007;207.0;GKV;704821.48;666192.04;321378.08;2656.72;-136.64;666.19;802.83;2520.08;3158.79;2821.12;310365.1;142284.06;0.0;0.0;3713.05;;;20049.56;;;;;;3.64e-12;289029.84;50914.3;350.77;48345.03;;-194371.96;-2253.15;193628.47
C_611;0;GmbH;63456;23610;1999;241.0;GKV;1495668.79;1485115.79;896283.36;56918.23;-13428.36;18.75;13447.11;43489.87;43489.87;32939.96;434370.99;244688.12;116165.82;0.0;95091.9;;;55139.04;;;;;;73517.05;256385.92;230050.41;2115.17;;;13517.24;-70799.04;48066.07
C_806;0;GmbH;36277;46210;1926;;GKV;70297676.57;70594968.17;56967044.08;2005340.37;-298753.41;13974.92;312728.33;1706586.96;1706586.96;1399354.82;106276292.6;9734971.78;3419985.42;6155923.84;564121.81;2511066.54;6155923.84;4158111.03;739487.89;;;;;28369407.57;14371431.42;11943620.66;3299416.52;;;3473303.93;-7913162.08;-1030087.74
C_824;0;GmbH;34117;84130;1992;68.0;GKV;789114.75;789114.75;618333.22;-1227237.69;2439925.26;9686.72;58263.29;1212687.57;1212687.57;594086.51;17107220.96;1044859.34;0.0;0.0;28.44;;;215531.92;;;;;;14711715.4;5637774.84;5494708.75;2982071.13;16801.15;;239405.44;-214547.85;-759571.43
C_887;1;GmbH;34323;46220;1997;;GKV;644134.54;635131.54;650851.46;-17085.05;-9632.88;34.91;9667.79;-26717.93;-26717.93;-32376.69;601403.77;118773.22;385450.28;0.0;4891.49;;;29964.91;;;;;;97180.27;132989.27;138848.32;275.47;;;37291.81;-228699.68;188326.34
C_286;0;Sonst. Gewerbetreibende;34225;68200;2007;;GKV;7503741.76;7552534.05;5146113.4;956703.19;6711316.61;608200.94;409457.43;7668019.8;7668019.8;6890493.25;98810896.84;3020302.34;8516872.7;0.0;3268.59;;;82297.84;;;;;;87273721.8;13928748.08;13395456.96;316304.44;330481.78;;12242110.07;-3268966.35;-8749718.8
C_295;1;GmbH;65520;28910;1985;;GKV;189182.84;231682.84;155849.82;35789.74;-1240.0;;1240.0;34549.74;34549.74;32956.74;120379.47;76847.46;23087.13;0.0;170.07;;;32875.62;;;;;;20444.88;78198.47;26105.43;1331.0;;;18273.81;-37149.97;18560.9
C_159;0;GmbH;55129;68300;1983;;GKV;2033536.9;2033536.9;1770159.68;832714.3;-749866.57;10395.57;760262.14;82847.73;82847.73;82847.73;30070733.03;232727.18;3438529.135;23101347.58;16574.49;;23101347.58;63703.86;;;;;;;65152.28;183152.28;26163.31;5245.19;;523960.18;270.2;-507007.85
C_045;0;AG;55122;23190;1972;4313.0;GKV;5177744.8;5190660.16;1830258.46;696690.23;-68686.0;20066.02;88752.02;628004.23;628004.23;-5.24e-10;6351759.46;2020543.8;504002.03;1281805.0;228533.5;504002.03;1281805.0;485093.79;;;;;;2545408.63;1360476.91;416712.28;9680.61;;;1300072.89;-792415.38;-523483.55
C_955;0;GmbH;55129;68202;2000;;GKV;1218533.63;1224135.41;568699.04;-59312.46;-83428.57;56.74;83485.31;-142741.03;-142741.03;-2.87e-10;2026390.05;2020075.62;0.0;0.0;;;;128830.23;;;;;;6314.43;1125996.42;297557.24;4869.57;;;10426.3;-2648.22;15697.54
C_099;0;GmbH & Co. KG;21335;68320;2002;;GKV;380701.26;443738.31;440301.35;189023.33;-128651.8;13957.05;142616.65;60371.53;60371.53;57946.54;2507800.95;2441233.7;8254.93;0.0;;8254.93;;21884.21;;;;;;58312.32;374145.92;319012.56;26.76;120265.89;;1637841.71;-1637928.71;3.64e-11
C_874;0;GmbH;55129;68300;1992;;GKV;3610986.86;3617246.04;3129774.72;17623.22;32003.54;41514.02;9510.48;49626.76;49626.76;175086.21;1254204.07;481995.09;3230.59;337348.48;;;337348.48;90056.18;;;;;;431629.91;556903.03;631359.09;395397.3;42488.44;;22516.0;-390140.16;321324.48
C_826;0;GmbH & Co. KG;55129;68200;2007;;GKV;2508000.0;2508000.0;2079000.0;339000.0;-150000.0;30000.0;180000.0;189000.0;189000.0;189000.0;5738270.78;368782.75;944532.46;2345271.86;208143.02;944532.46;2345271.86;34448.41;;;;;;2076615.79;1698086.35;310764.68;295965.27;11429.69;;445136.77;-42404.0;-208332.57
C_593;0;GmbH & Co. KG;55129;68320;2010;;GKV;4618212.92;4470235.92;1707910.79;230432.74;-1461.09;2418.06;3879.15;228971.65;237034.65;169954.89;1605348.2;719107.37;38362.54;0.0;;;;87970.12;;;;;;847878.29;1473266.37;1483998.59;976151.25;;;413697.12;-67417.5;-332708.21
C_204;0;GmbH & Co. KG;55129;68101;2011;;GKV;1515076.58;1565139.25;1238571.75;214988.07;73.94;73.94;;215062.01;215062.01;161365.61;603568.63;163932.73;0.0;0.0;;;;496.29;;;;;;439635.9;595683.63;544624.76;175189.37;;;26448.99;-183.99;-180000.0
C_272;0;GmbH;63065;43210;1950;;GKV;13232944.06;14390677.99;3955511.28;1377113.93;-30430.23;;30430.23;1346683.7;1346683.7;962059.7;3014792.44;1390821.42;1365.39;500000.0;;;500000.0;401068.06;;;;;;1122605.63;2679135.55;1518796.44;437145.06;976658.27;;-889111.94;-100925.56;500000.0
C_264;1;GmbH;63165;56101;1989;;GKV;777003033.6;786655059.5;75263267.76;13067451.57;-3030254.9;949726.43;3979981.33;10037196.67;10037196.67;7514676.09;287916992.1;243625045.9;9016150.0;1625000.0;49389779.87;9016150.0;1625000.0;178244354.8;;;;;;33267227.07;252777632.8;134203686.6;1338186.66;;;6871560.86;-9192298.35;7966920.1
C_441;0;GmbH;63263;62020;2000;;GKV;4517436.2;4645748.63;2523376.21;46499.16;-7115.66;7.23;7122.89;39383.5;39383.5;21846.2;2545878.08;366149.96;0.0;0.0;;;;;;;;;;1138997.37;1891711.58;503031.69;344654.05;;;340186.78;-126546.98;0.0
C_116;0;GmbH;40882;46901;2005;;GKV;2259639.49;2253649.49;1538301.97;399539.1;-19723.17;27649.14;47372.31;379815.93;379815.93;245957.45;5438971.2;1639786.45;848628.96;428120.43;359025.19;807354.46;309098.43;142198.05;;;;;;2481160.86;2225502.17;1124874.87;861690.8;15022.8;;404913.79;-886138.58;412826.71
C_341;0;Einzelfirma;64832;25993;1966;;GKV;25484552.7;25799735.05;20275492.21;415688.42;-730386.31;8218.04;738604.35;-314697.89;-314697.89;-274838.12;33724666.21;7257421.83;6783268.47;3538507.22;2688195.36;6783268.47;1818181.84;1034769.68;;;;;;15692003.69;10128794.64;5854460.78;3224002.34;;;205686.18;-7672027.66;1856158.69
C_226;1;GmbH;63263;43999;2010;;GKV;1503392.62;1503392.62;772588.74;53745.59;-22480.81;;22480.81;31264.78;31264.78;29170.78;478438.49;457190.42;19708.55;0.0;;;;294486.57;;;;;;1539.52;319699.17;148976.56;7383.61;;;253871.52;-2548.17;-13522.35
C_186;0;Freiberufler;64711;87100;1990;;GKV;108309199.6;108177583.6;23366019.89;4736480.8;-649739.67;748970.8;1970030.51;4086741.13;4086741.13;-3.03e-09;47099644.44;20340023.28;10680000.0;75647.0;2828690.28;10680000.0;;12685703.0;;;;;;15871860.85;24790374.02;3358520.07;2835903.15;;;-3615461.54;5600865.08;-6737324.31
C_259;0;GmbH;65187;41101;1953;32.0;GKV;113066015.0;113066015.0;10260649.65;1492675.26;25130.06;34022.5;26260.44;1517805.32;1517805.32;1041984.41;24578864.02;7285730.1;165193.83;0.0;125000.0;156250.0;;4707894.34;;;;;;17171658.85;16452695.74;11863331.94;6327869.27;5107299.11;;-92151.64;-226824.49;-638.86
C_054;0;GmbH;65189;70109;2007;;GKV;4567785.02;4781750.82;2045994.01;66600.2;-41299.79;1.0;41300.79;25300.41;25300.41;14068.96;2579999.59;464443.42;774056.6;16334.0;;;;291813.42;;;;;;1325165.57;1114069.73;588523.5;317669.6;129160.27;;136542.91;-9935.29;-204026.49
C_861;0;GmbH;65779;46494;1970;;GKV;849825.78;842514.78;494355.21;85206.4;-5004.96;3.75;5038.71;80201.44;80201.44;70566.95;246203.24;172459.14;0.0;0.0;;;;;;;;;;73744.1;121340.21;113142.41;12527.64;;;-44157.97;-13220.24;-58895.65
C_799;0;GmbH;61348;46330;1992;20.0;GKV;3687000.0;9281000.0;2794000.0;879000.0;-1312000.0;116000.0;1597000.0;-433000.0;-433000.0;0.0;58436000.0;56757000.0;0.0;0.0;;;;;;;;;;1538000.0;23597000.0;1969000.0;281000.0;;;34747547.77;-3340153.59;-31198588.24
C_197;0;GmbH;61250;68312;2001;;GKV;3657493.65;3657493.65;772445.12;45769.99;-1589.06;9807.67;11396.73;44180.93;44180.93;30737.37;625475.08;320628.35;0.0;0.0;172669.13;;;81356.54;;;;;;304846.73;540363.08;225763.96;42522.38;13041.84;;205119.88;-43519.1;-9000.0
C_411;0;GmbH;61267;68310;2004;2.0;GKV;40878978.52;40895650.99;13578510.01;2528496.56;-577149.51;52181.67;629331.18;1951347.05;1951347.05;1302951.88;35494882.88;7568477.35;7585355.57;5211928.67;1377000.0;5461000.0;4652912.67;89602.34;;;;;;12753329.75;6851417.0;6800825.23;2148647.11;2307407.55;;3487688.8;-3723221.86;-1863553.69
C_700;0;BGB-Gesellschaft;61231;47410;1996;;GKV;3911826.41;3722811.3;2814636.41;528605.77;-15435.2;4698.13;20133.33;513170.57;513170.57;-2.08e-10;2774407.35;2163192.9;11176.55;0.0;;;;134498.62;;;;;;947995.38;2347133.27;356442.98;397.44;;;547141.73;-34807.96;-514731.97
C_503;0;OHG;65824;70109;2009;174.0;GKV;91693.16;91693.16;19047.35;10498.45;-1296.0;739.08;2035.08;9202.45;9202.45;9106.45;41082.71;5263.38;0.0;0.0;;;;;;;;;;35819.33;36232.05;11363.86;11164.2;;;38330.2;-2375.64;-30731.79
C_394;0;GmbH;79576;22230;1998;;GKV;7430230.44;7319804.79;3643002.28;1100846.07;-418549.63;2122.25;420671.88;682296.44;682296.44;3.78e-10;25783515.78;11332515.78;3235000.0;7343000.0;1000000.0;;;445983.99;;;;;;3873000.0;10857051.82;198120.16;;146120.16;;4046780.97;-920889.53;-3125891.44
C_694;0;GmbH;97944;46693;1994;232.0;GKV;4957215.41;5076015.41;2787664.53;730904.23;-48471.12;5549.43;54020.55;682433.11;682433.11;459139.0;3760615.34;1133883.39;41000.0;231050.0;;;;177517.52;41000.0;;;;;2354681.95;2853033.95;2659773.73;2378716.5;216441.12;;273848.05;353439.28;-1028162.61
C_773;0;GmbH;74821;25735;2005;20.0;GKV;2501470.59;2647692.7;2167456.09;119337.33;-75852.28;170.62;76022.9;43485.05;52380.54;47394.75;5752391.27;5386294.47;0.0;207521.66;;;;95201.48;;;;;;158575.14;5219910.65;308360.48;105014.53;;;-105764.6;253638.9;100000.0
C_517;1;GmbH;69190;70101;2007;19.0;GKV;2860064.03;2860064.03;2571829.59;80110.95;3476.42;12126.87;8650.45;83587.37;83587.37;-9.46e-11;524179.68;498079.68;0.0;0.0;;;;21505.41;;;;;;26100.0;496912.28;406612.77;2526.82;;;270985.97;-14629.47;-274186.03
C_847;0;Genossenschaft;74177;46210;1916;163.0;GKV;2174180.47;2174180.47;2428950.77;111304.07;249732.33;436.84;15704.51;361036.4;361036.4;282801.14;5043439.31;605462.88;613144.21;19000.0;321882.51;373144.21;19000.0;26623.49;;;;;;2128429.74;878550.13;617594.61;555875.29;50558.1;;692685.4;-274280.8;-339622.97
C_942;0;Sonst. Gewerbetreibende;74831;68200;1982;;GKV;15504983.0;15504983.0;31198368.0;-34633929.0;131387893.0;19828317.0;13809035.0;96753964.0;96542115.0;55018051.0;1501785182.0;527028543.0;0.0;9993861.0;;;;1561278.0;;;;;;964762778.0;747435437.0;256464069.0;256281615.0;;;126254412.0;-133220515.0;-58951.0
C_424;0;AG;71563;29101;1998;275.0;GKV;19729065.66;19729065.66;3160902.73;235799.74;-67356.57;4901.87;87818.55;168443.17;168443.17;97812.37;8633124.66;2814563.41;792908.66;2176116.2;503822.4;788738.27;2176116.2;1779623.58;;;;;;2849536.39;3709808.69;1771198.42;609171.86;1026777.72;;913342.31;-2196099.98;890866.0
C_809;0;GmbH;68165;70101;1999;7.0;GKV;1755815.49;1860622.49;1510062.22;-395380.13;-53285.02;0.07;53285.09;-448665.15;-448665.15;-448665.15;3450010.27;2980543.98;0.0;0.0;7186.51;;;93765.67;;;;;;469466.29;236826.18;241453.58;509.66;;;1282591.07;-1301871.83;2.33e-10
C_502;0;GmbH;66862;43291;1993;;GKV;1208456.33;1208456.33;1118995.03;70892.04;-9986.16;;9986.16;60905.88;60905.88;52426.88;461006.57;137652.26;291253.02;0.0;56147.37;;;60789.2;;;;;;32101.29;120192.57;100375.08;84.39;;;128235.94;-226921.18;61336.63
C_486;1;GmbH;76706;47789;1976;19.0;GKV;400559.73;400559.73;401693.42;20883.59;-3158.61;16.34;3174.95;17724.98;16724.98;13353.48;165654.12;70009.42;42139.53;0.0;29478.41;;;34909.01;;;;;;53505.17;47999.12;48755.62;6178.95;;;39580.92;-689.56;-50584.21
C_888;1;GmbH;76307;71122;2008;;GKV;2994630.04;4726044.29;969257.88;146548.92;1439.31;4792.27;3352.96;147988.23;147988.23;95665.37;7595680.29;663355.9;9151.21;0.0;9760.86;9151.21;;304779.32;;;;;;451412.89;7538666.49;443407.38;109253.96;;;-7714.65;-30437.24;-5981.4
C_699;0;GmbH;76137;46700;2010;;GKV;79146600.75;79146600.75;4503673.31;172974.67;335286.81;80430.81;121621.65;508261.48;508261.48;489611.9;10590562.54;5859881.49;691226.61;583600.0;246600.0;691226.61;583600.0;2438305.07;;;;;;3455854.44;6444376.65;4552972.51;73227.58;4411334.32;;2068456.17;-1478683.14;285606.35
C_194;0;GmbH;78315;68320;1966;;GKV;1614087.71;1614087.71;2018034.36;-1356598.78;1799128.88;611475.04;538842.16;442530.1;442530.1;288761.25;34573641.53;7008671.21;6937523.11;1974068.67;4118311.73;6937523.11;1974068.67;53683.37;;;;;;18653378.54;13170759.29;540901.6;26943.49;2077.75;;-1408834.4;53259.81;-1642636.13
C_708;0;GmbH;67112;87300;2006;42.0;GKV;1998933.17;2129933.17;319706.01;44601.13;-3855.83;;3855.83;40745.3;40745.3;27950.51;452083.56;560421.86;0.0;0.0;;;;34300.0;;;;;;222183.17;430506.43;353163.04;138778.38;207466.2;;87372.88;-879.0;-14015.38
C_599;0;GmbH;68165;93100;2000;45.0;GKV;7264631.15;7145754.36;3692154.12;1702210.79;-562972.04;37185.93;600157.97;1139238.75;1139238.75;941489.76;52754324.9;4619821.67;2590821.08;21458902.67;507067.42;2165803.01;20919692.09;184976.23;355.0;;;;;24084779.48;12931729.69;8095016.84;7576853.03;30145.05;;1235534.7;-50470.14;-3567360.3
C_881;0;GmbH;68309;25620;2006;;GKV;3495983.59;3864163.09;1733675.9;55598.82;-21955.15;36.58;21991.73;33643.67;32643.67;28499.3;1543804.13;1182467.72;136934.43;65547.67;235515.17;115934.43;65547.67;668785.9;;;;;;158854.31;1523625.13;759101.87;18794.85;626212.65;;-15687.15;-8340.29;-57055.91
C_493;0;GmbH;77694;46693;1975;;GKV;10161358.73;10161358.73;4221644.38;180221.85;-15175.99;;15175.99;165045.86;165045.86;96553.53;1711367.77;898009.11;171142.29;231417.0;;;;640952.8;;;;;;410799.37;1500440.69;1189012.3;447335.37;;;247600.14;-34902.7;-60763.86
C_089;0;GmbH & Co. KG;77933;35130;2006;115.0;GKV;448327000.0;448333000.0;-8197000.0;-15179000.0;-37852000.0;1272000.0;4632000.0;-53031000.0;-53031000.0;-51817000.0;460791000.0;209876000.0;0.0;65337000.0;2023000.0;;;5075000.0;;;;;;185578000.0;153426000.0;140737000.0;22393000.0;2425000.0;;-37196000.0;521000.0;24538000.0
C_094;0;GmbH;76703;26512;1947;404.0;GKV;1945280.75;1930460.75;836866.41;162363.09;-43007.49;138.77;43151.78;119355.6;119355.6;95404.3;1322107.71;718055.44;330740.6;0.0;132366.76;;;285706.52;;;;;;260811.67;1244426.29;509040.05;20131.46;;;42476.35;-26039.94;-49523.17
C_359;0;GmbH;72221;25110;1970;272.0;GKV;325605612.1;325649488.1;253984986.3;11848664.19;-99056.04;205465.32;293094.17;11749608.15;11749608.15;10499450.75;328430301.4;64397219.87;1579391.6;11639722.1;476105.38;1188597.43;4681109.1;29060880.85;;;;;;192214300.1;91273190.03;77945769.37;29289603.76;;;65140554.41;-88043760.65;14048749.93
C_337;0;GmbH;78604;27120;1979;;GKV;837091.21;837091.21;848913.42;-25969.79;1828.53;2118.53;290.0;-24141.26;-24141.26;-27495.41;184445.8;176548.46;7863.67;0.0;;;;106944.59;;;;;;33.67;144716.3;112515.01;67968.59;;;22061.63;-10701.81;835.24
C_963;0;GmbH;66763;43220;1966;92.0;GKV;3003288.15;2836142.98;1361972.04;-65666.07;-6710.88;;6710.88;-72376.95;-72376.95;-3.06e-10;1587398.97;282246.14;0.0;0.0;125358.78;;;67480.99;;;;;;1305152.83;922271.06;143464.65;1784.81;;;72620.42;-105920.88;12210.68
C_372;0;GmbH;66333;24320;1959;71.0;GKV;62274000.0;61828000.0;38441000.0;3301000.0;-734000.0;555000.0;1289000.0;2567000.0;2567000.0;1429000.0;65236000.0;13229000.0;10514000.0;7459000.0;6088000.0;9720000.0;5909000.0;3260000.0;;;;;;34034000.0;32269000.0;3588000.0;1034000.0;2196000.0;;15103000.0;-3367000.0;-13203000.0
